scenario,participant_clusters,curvature_rows,afd_rows,full_tini_curvature,full_se_curvature,full_tini_fdrad,full_se_fdrad,full_delta_weeks,valid_bootstrap_replicates,invalid_bootstrap_replicates,bootstrap_delta_ci_2_5,bootstrap_delta_median,bootstrap_delta_ci_97_5,bootstrap_probability_delta_gt_0,bootstrap_probability_delta_gt_1_week
primary_corrected_metadata,130,91,93,27.58983827178796,0.3168574832859585,26.883033319789657,0.8635739114192539,0.7068049519983042,5000,0,-1.8885203813774933,0.6709802534540543,1.7473019210444742,0.836,0.2738
