model,residual,subject,roi,objective
prospective_baseline_only,0.3853388144581366,0.01670558675789748,0.33679021100159373,148.2951334781926
codevelopment_difference,0.3383582582258058,0.02467504559282166,0.2812295930284891,90.21253349606025
codevelopment_rate,0.3532850711690359,0.022527024488409566,0.27842218528531076,109.83194508961765
followup_fdrad_equivalent,0.3383582596735641,0.024675043979984858,0.2812295875063189,90.81920204066842
