region,tini_curvature,se_tini_curvature,ci_width_curvature,amplitude_curvature,k_curvature,r2_curvature,converged_curvature,tini_fdrad,se_tini_fdrad,ci_width_fdrad,amplitude_fdrad,k_fdrad,r2_fdrad,converged_fdrad,delta_tini,manuscript_tini_curvature,manuscript_tini_fdrad,manuscript_inclusion,qc_basic,qc_ciwidth_4w,qc_ciwidth_6w,qc_ciwidth_8w,qc_ciwidth_10w,qc_r2_0_1,qc_r2_0_2,qc_r2_0_3,qc_r2_0_4
Calcarine_L,27.41198745322355,0.5816739532931321,2.280161896909078,0.06604749152005389,0.9236440977056045,0.6343900539209728,True,23.681958517546377,1.7037702746989267,6.678779476819793,-0.24847161784654262,0.3460771312456386,0.6721343102822672,True,3.730028935677172,27.33207677838,24.3224566935815,1,True,False,False,True,True,True,True,True,True
Calcarine_R,26.127006553513137,0.9960108378028215,3.90436248418706,0.07579791261457809,0.36358435118141474,0.7076529258437969,True,25.315163755515826,1.3438255982144554,5.267796345000665,-0.19272292400427699,0.3666069052260056,0.6087144692170248,True,0.8118427979973113,26.0451983457934,25.4214185564531,1,True,False,True,True,True,True,True,True,True
Cuneus_L,25.038405241488427,2.028602824024224,7.952123070174959,0.1980860732254542,0.13618693632965317,0.8275043858670325,True,25.695884548679143,1.020015935118111,3.9984624656629952,-0.2570662439666764,0.33246418629031876,0.7491531677889952,True,-0.6574793071907159,24.9861321886636,25.6960243407697,1,True,False,False,True,True,True,True,True,True
Cuneus_R,30.78639159366159,12.426042165263736,48.71008528783384,0.6129471734723773,0.06908578229635047,0.745604986469833,True,26.495327102080516,0.9875940076122366,3.8713685098399675,-0.21798498097227173,0.42545691135252056,0.6458220582058156,True,4.291064491581075,29.3492515830195,26.4599509879554,1,True,False,False,False,False,True,True,True,True
Lingual_L,29.99045677774631,0.6783675335478209,2.659200731507458,0.08635115403596369,0.5198563375488654,0.6993935555283126,True,24.367961908416035,1.6608371413795942,6.5104815942080085,-0.19450600884130514,0.2998624439037917,0.6897551004136976,True,5.622494869330275,29.972854672587,24.3673668448065,1,True,False,False,True,True,True,True,True,True
Lingual_R,29.276926038441353,0.6616109818865774,2.5935150489953833,0.08375241700455732,0.4333337983557102,0.7516274345473447,True,26.58738618424907,1.4454045191131613,5.665985714923592,-0.12315906896765108,0.4472737412392157,0.4387830711645123,True,2.689539854192283,29.3012537356415,27.3610904949644,1,True,False,True,True,True,True,True,True,True
Occipital_Sup_L,27.311551006833348,0.3924011023593181,1.5382123212485268,0.13226968484142987,0.48808316487139713,0.8994143593055723,True,26.193576095402243,0.6857048946697594,2.687963187105457,-0.29633127498778045,0.43381834777813266,0.7906990386943655,True,1.117974911431105,27.2758001839388,26.1936019365847,1,True,True,True,True,True,True,True,True,True
Occipital_Sup_R,27.645502479957273,0.4043299042957227,1.584973224839233,0.1343548878357833,0.43201573319164505,0.9046752260509545,True,27.590418746401706,0.7367952193682469,2.8882372599235278,-0.2609324411023152,0.6051439937252664,0.6591014683008829,True,0.05508373355556628,27.6157270610675,27.9404407103507,1,True,True,True,True,True,True,True,True,True
Occipital_Mid_L,28.269937594993625,0.325028127479731,1.2741102597205454,0.1250801673314147,0.4200375659754499,0.934426342964811,True,26.82322072764743,0.8152918343551309,3.195943990672113,-0.33432153253144753,0.3930230716673263,0.7438002175416804,True,1.4467168673461934,28.26747263618,26.8230408896707,1,True,True,True,True,True,True,True,True,True
Occipital_Mid_R,28.91790790270922,0.2829717827905578,1.1092493885389865,0.1254032114380743,0.494667435264072,0.9384361368426858,True,28.366818285414315,0.741098752274954,2.9051071089178198,-0.31340526265662955,0.6778910554300821,0.6263709388911627,True,0.551089617294906,28.9164598270938,28.7707847273811,1,True,True,True,True,True,True,True,True,True
Occipital_Inf_L,28.848062902932895,0.44613804375890515,1.748861131534908,0.11968407326571885,0.4478092500003937,0.8711165823659628,True,29.29835415235626,0.5909687422515651,2.3165974696261356,-0.2834119041424089,0.8127268779719774,0.65047080858222,True,-0.4502912494233655,28.8403861793,29.5995647309746,1,True,True,True,True,True,True,True,True,True
Occipital_Inf_R,28.75848175483278,0.37627178429776803,1.4749853944472506,0.12751090422423364,0.3994872949903647,0.9137183359685295,True,29.454221971019045,0.6363226858529227,2.494384928543457,-0.25584456458667093,0.9847685562778279,0.565853850294693,True,-0.695740216186266,28.7513516220955,29.6300598627369,1,True,True,True,True,True,True,True,True,True
Fusiform_L,28.18483516848465,0.5237325465009265,2.053031582283632,0.13285769624326707,0.3478397103131046,0.8694342209859831,True,30.191111923457214,0.8795576346725323,3.4478659279163266,-0.09943847572444107,1.1832345328899254,0.398457077137231,True,-2.006276754972564,28.1662339896927,29.4138313541428,1,True,True,True,True,True,True,True,True,False
Fusiform_R,28.135584009919068,0.5143218393606415,2.0161416102937144,0.132473707668036,0.3550127626301524,0.872224318882121,True,32.68878106964348,1.4239498288455747,5.581883329074653,-0.06609488014433051,1.7671937212440212,0.13283626236574875,True,-4.553197059724415,28.1277318400782,33.2076195280397,1,True,False,True,True,True,True,False,False,False
Postcentral_L,23.675524871228873,0.9142767653885681,3.583964920323187,0.1475341196908949,0.32750492218081495,0.8971820579151867,True,26.8586553178503,0.9188135306554982,3.601749040169553,-0.14593001689773466,0.552343869694022,0.5819387556652833,True,-3.1831304466214263,23.6344720334235,26.8589537878746,1,True,True,True,True,True,True,True,True,True
