t,"curvature, k3 = 0","curvature, k3 = 0.06","curvature, k3 = 0.13","curvature, k3 = 0.21","curvature, k3 = 0.28","curvature, k3 = 0.33","diameter, k = 0","diameter, k = 0.06","diameter, k = 0.13","diameter, k = 0.21","diameter, k = 0.28","diameter, k = 0.33",0°: κ = 0 (radially aligned),30°: κ = 0.06,45°: κ = 0.13,60°: κ = 0.21,75°: κ = 0.28,90°: κ = 0.33 (isotropic)
0.36,0.5175553273590136,0.5179704838945485,0.518766435,0.5204841191381006,0.5232449834522243,0.5255220490312985,1.9290798287059447,1.927578513,1.9247246504373767,1.9185244007921405,1.9084002333885932,1.8998757513114088,0.998405542247575,0.9984287751233443,0.998482545264019,0.9985614827912495,0.9985608485396353,0.9984265977340493
0.37,0.5164483766795156,0.51684756195213,0.517616115,0.5192859032805944,0.5220004512870774,0.5242784922501669,1.9330259848242242,1.931587362,1.9288390127003754,1.9228140720736737,1.9128361652986121,1.9042805272958305,0.9983081319417926,0.9983362187472463,0.9983981562144041,0.9984902422574157,0.9985013415241181,0.9983733236720108
0.38,0.5153428173560543,0.5157263340201413,0.516467883,0.5180895876208366,0.5207550576363746,0.5230306377504251,1.9369783488506958,1.935602598,1.9329605116766395,1.927115632297283,1.9172996312739703,1.9087309121701928,0.9982078794543956,0.9982412319864014,0.9983120233882308,0.9984185432345671,0.9984434799902763,0.9983247462863266
0.39,0.5142386474455706,0.514606819896922,0.515321804,0.5168954345297884,0.51950955554747,0.5217797449684812,1.940936923423031,1.9396242,1.9370890296382286,1.9314284232205674,1.9217887407549612,1.913224232191463,0.9981047782782264,0.9981438413571114,0.9982242132617816,0.9983465340837792,0.998387614565742,0.9982816519403799
0.4,0.513135848309337,0.5134890368558962,0.514177937,0.5157036852588374,0.518264653041928,0.5205270454089918,1.9449017939209279,1.943652158,1.9412244577457278,1.9357518573881043,1.9263017597143135,1.9177579442654702,0.9979988319019667,0.9980440745943041,0.998134786937642,0.9982743666016848,0.9983341131523941,0.9982448765381271
0.41000000000000003,0.5120344254381463,0.5123729981571228,0.513036343,0.5145145634109982,0.5170210182081864,0.5192737453084937,1.9488729539520406,1.947686474,1.9453667031223685,1.940085422030312,1.9308370982279421,1.9223296324269952,0.997890043228776,0.997941958153455,0.9980438191638666,0.9982022038959683,0.9982833625199505,0.9982153079478657
0.42,0.5109343846606293,0.511258723092822,0.511897076,0.5133282757153793,0.5157792826854991,0.518021028233135,1.9528504038349446,1.951727139,1.9495156891661125,1.9444286660731616,1.9353933000531987,1.926937003776779,0.997778419417669,0.9978375249107468,0.9979513809002579,0.9981302144068911,0.9982357680157598,0.9981938880369234
0.43,0.5098357317689739,0.5101462320271373,0.51076019,0.5121450177573171,0.5145400475726207,0.5167700582593782,1.9568341454849127,1.955774132,1.9536713515464,1.94878118948228,1.939969030929975,1.9315778841000149,0.9976639685138152,0.997730804135945,0.9978575507133959,0.9980585768925279,0.9981917574641204,0.9981816156988911
0.44,0.5087384732959753,0.5090355450959916,0.50962574,0.5109649743963829,0.5133038870248589,0.5155219831953086,1.960824180616012,1.959827446,1.9578336316461833,1.9531426363166364,1.9445630670560885,1.9362502124334484,0.9975467000484217,0.997621832268695,0.9977624133245737,0.997987477158014,0.9981517808848714,0.9981795494760289
0.45,0.5076426232317637,0.5079266830362098,0.508493779,0.5097883247544392,0.5120713524680801,0.5142779378150613,1.9648204863953915,1.963887067,1.962002468898782,1.9575126985443294,1.949174286129804,1.9409520363234676,0.9974266258932664,0.9975106437990207,0.9976660498176717,0.9979171192764553,0.9981163128944933,0.9981888106383768
0.46,0.5065482391760459,0.5068197427061744,0.507364409,0.5086152424409475,0.5108429753780233,0.5130390475336972,1.9688228537306398,1.967952686,1.966177630111091,1.961891083778998,1.9538016574117667,1.9456815057953705,0.9973037498068132,0.9973972739764447,0.9975685512903343,0.9978477092189882,0.9980858519707402,0.9982105865371866
0.47000000000000003,0.5054554133245489,0.5057147376649601,0.506237678,0.5074459163488295,0.5096192717157457,0.5118064314945238,1.9728309637829093,1.972024331,1.97035911537544,1.9662774551070523,1.9584442339926147,1.950436868509101,0.9971780902183586,0.9972817672205835,0.9974700233937969,0.9977794650028426,0.9980609242232178,0.9982461335269966
0.48,0.5043640506598919,0.5046116507643122,0.50511362,0.5062805056242845,0.5084007497398683,0.5105812066065736,1.9768451887144884,1.976102141,1.9745469646107208,1.9706716129951563,1.9631011310525595,1.9552164640857876,0.9970496469075577,0.9971641634489017,0.9973705651545332,0.997712620646612,0.9980420868423046,0.9982967814099598
0.49,0.5032741339572308,0.5035104946075346,0.503992286,0.5051191623814332,0.5071879091149896,0.5093644913635825,1.9808656105588596,1.980186163,1.9787411690807786,1.9750733941706957,1.96777153136097,1.9600187164155622,0.9969184246396712,0.9970445143471262,0.9972702852073342,0.997647418505356,0.9980299286069715,0.9983639365501148
0.5,0.5021856818366595,0.502411301969593,0.502873734,0.5039620487578551,0.505981227975019,0.5081574084545537,1.9848922177544015,1.98427638,1.9829416959134853,1.979482624701292,1.972454725336402,1.9648421319585656,0.9967844517452733,0.996922879543311,0.997169294928307,0.9975841190250395,0.9980250640508415,0.998449085798385
0.51,0.501098711019032,0.5013141065712782,0.501758034,0.5028093400888872,0.5047811946034935,0.5069610900391645,1.9889250069315607,1.988372776,1.9871485103815685,1.9838991261019645,1.9771500153636223,1.9696852904815847,0.9966477572869245,0.9967993217310922,0.9970677298350843,0.9975230103982489,0.9980281466655647,0.9985538018966524
0.52,0.5000132347611802,0.5002189318985426,0.500645249,0.5016611918895622,0.5035882870582995,0.5057766772636807,1.9929639825883223,1.99247536,1.9913615909665263,1.9883227566736859,1.981856774838735,1.9745468423530554,0.9965083676965114,0.9966738964133641,0.9969657195584727,0.9974643639740611,0.9980398584359246,0.9986797410268211
0.53,0.4989292676155437,0.4991258137199684,0.499535443,0.5005177758815808,0.5024029967386469,0.5046053327294665,1.9970091486512285,1.99658412,1.9955809030869376,1.9927533687259853,1.9865744082252603,1.979425502839696,0.9963663119580978,0.9965466735553671,0.9968633904658735,0.9974084839952577,0.9980609359366748,0.9988286644736164
0.54,0.49784683050332224,0.4980347945551138,0.498428691,0.4993792638840773,0.5012258061055047,0.5034482330384816,2.0010604864345427,2.000699005,1.9998063967366146,1.9971908321704432,1.9913023694450263,1.9843200440017008,0.9962216208168734,0.9964177179217956,0.9967608845788575,0.9973556876053037,0.9980921353248848,0.9990024199354984
0.55,0.49676592907862377,0.4969459032577118,0.497325062,0.49824583022167385,0.5000572149173633,0.5023065796994357,2.005118048810936,2.004820033,2.0040380577609938,2.0016350199752173,1.9960401403983532,1.9892292959140876,0.996074330429882,0.9962871021683407,0.9966583513263457,0.9973063023283288,0.9981342734708634,0.999202963868522
0.56,0.4956865304985533,0.4958591753981946,0.496224632,0.497117661678322,0.498897723316443,0.5011816011564926,2.0091820312446824,2.00894719,2.008275854043019,2.006085801737264,2.000787237776381,1.9941521349624598,0.9959244702077126,0.9961548970519202,0.9965559466269827,0.9972606828857105,0.9981881977672312,0.9994323599501237
0.5700000000000001,0.4946086736442524,0.49477462022768975,0.495127479,0.49599494413190115,0.4977478461306291,0.5005827635052805,2.01325236925141,2.013080617,2.0125197532918024,2.0105430755233904,2.005543227278053,1.999087485452419,0.9957720840665885,0.9960211977638983,0.9964538318850721,0.9972192004190047,0.9982548216995217,1.0007087379565942
0.58,0.4935323911666446,0.49369227488875855,0.494033675,0.4948778657710334,0.49660810956738694,0.5025046029768553,2.017329012001145,2.017220326,2.016769782941197,2.015006740223706,2.010307675546446,2.0040343076988294,0.9956172110627698,0.995886091694783,0.9963521874953918,0.9971822351161547,0.9983350944019284,1.0070364641421974
0.59,0.49245771464676674,0.49261218958815867,0.492943292,0.49376662085164863,0.4954790535871991,0.5061959138862063,2.0214119134155424,2.021366269,2.021026023121513,2.01947677681628,2.015080169618385,2.0089916088628383,0.9954598912403659,0.9957496637317369,0.9962512210551867,0.9971502239769535,0.99843001534485,1.0169433434380444
