t,"curvature, k3 = 0","curvature, k3 = 0.06","curvature, k3 = 0.13","curvature, k3 = 0.21","curvature, k3 = 0.28","curvature, k3 = 0.33","diameter, k = 0","diameter, k = 0.06","diameter, k = 0.13","diameter, k = 0.21","diameter, k = 0.28","diameter, k = 0.33",0°: κ = 0 (radially aligned),30°: κ = 0.06,45°: κ = 0.13,60°: κ = 0.21,75°: κ = 0.28,90°: κ = 0.33 (isotropic)
0.1,0.546704071001998,0.5474196644003895,0.548457884,0.5498864052722854,0.5511166875563154,0.5516129925659405,1.8290236170654575,1.82660882,1.8231270668917734,1.8183642637622013,1.8142777526876068,1.8126184750477337,0.9999346574084851,0.9999215872351914,0.9999084133705884,0.9998937884757827,0.9998787453683098,0.999863901401392
0.11,0.545592396293892,0.5463282371761545,0.547425764,0.548992947861316,0.5503995995626308,0.5509898110956784,1.8327092363557218,1.83021513,1.826520856302113,1.8212783910618495,1.816592522237183,1.8146134930146764,0.9999122239732672,0.9998982056260265,0.9998845752231184,0.9998689927851595,0.9998517968078151,0.9998335457278256
0.12,0.5444736078602506,0.5452217703414214,0.546366058,0.5480575617702498,0.5496374793212415,0.5503264840260217,1.8364282414802582,1.833881441,1.8300152356679305,1.8243374947907873,1.8190584313669689,1.816741034686394,0.9998867102152116,0.9998720858582969,0.9998582103918282,0.9998419592410847,0.9998226909545924,0.9998007060047599
0.13,0.5433499409870306,0.5441039188911059,0.545283594,0.5470845247165291,0.5488321797669359,0.5496237066461177,1.8401730514015904,1.837596016,1.8335949744830644,1.8275285844015388,1.8216704265973616,1.8189996260511654,0.9998579188849781,0.9998431936442833,0.9998292576264637,0.9998126070031871,0.9997913510463939,0.9997653168581435
0.14,0.5422231278849972,0.5429776132096422,0.544182505,0.5460778883639517,0.5479857441090084,0.5488823241841813,1.8439384715673284,1.841349416,1.8372470140140948,1.8308393384605635,1.824422851382617,1.8213873534500045,0.9998260856807177,0.9998115109846485,0.9997976823899603,0.9997808798801987,0.9997577137843822,0.9997273238013132
0.15,0.5410944659728922,0.541845150813019,0.54306629,0.5450414502738724,0.5471003432214345,0.548103312013668,1.8477206830694317,1.845134221,1.8409602826631253,1.8342581953420933,1.827309645865295,1.8239019282051798,0.9997914362725219,0.9997770302480072,0.9997634707432147,0.9997467469659905,0.9997217344247409,0.9996866876373744
0.16,0.5399648766843611,0.540708297301676,0.541937878,0.5439787353596579,0.5461782250328514,0.547287758142271,1.8515167564130126,1.848944725,1.8447254993223614,1.8377744103661642,1.8303245054662565,1.8265407420544921,0.9997540170555806,0.9997397540596656,0.999726622595251,0.999710199627327,0.9996833896296915,0.9996433878745231
0.17,0.5388349939263968,0.5395684009223511,0.540799717,0.5428929846272621,0.5452216818456095,0.5464368526471398,1.8553244990301576,1.85277657,1.8485348960288872,1.8413780927955536,1.8334609775800303,1.8293008970489995,0.9997137651664101,0.9996996911412986,0.9996871486370466,0.9996712486250338,0.9996426777944795,0.9995974247280448
0.18,0.5377052698731243,0.5384265104117936,0.539653851,0.541787155601627,0.5442330259923718,0.5455518791997321,1.8591423358871104,1.856626362,1.8523819831600132,1.8450602066903379,1.8367125317237787,1.83217922820789,0.9996706314507294,0.9996568532302035,0.9996450707353183,0.9996299212965083,0.9995996190181422,0.9995488209795292
0.19,0.5365760429762456,0.5372834489280465,0.538501979,0.5406639264154848,0.5432145662093482,0.5446342049058827,1.862969170530521,1.860491435,1.8562613553295566,1.8488125610159405,1.8400726291341267,1.8351723323354454,0.9996246257100054,0.9996112548978904,0.9996004133861883,0.9995862584451464,0.9995542550287895,0.9994976240867895
0.2,0.5354475611183849,0.5361398534300845,0.537345511,0.5395257086525553,0.5421685814045731,0.543685266778522,1.8668042365346273,1.864369722,1.8601685309206928,1.8526277736705026,1.843534803567167,1.8382766084366051,0.9995757755379346,0.9995629094925674,0.9995532097936991,0.9995403124589838,0.9995066492199693,0.9994439082705723
0.21,0.5343199987969107,0.5349962085498295,0.53618561,0.5383746636052296,0.541097299069057,0.5427065585084881,1.870646959234843,1.868259658,1.8640998044111698,1.8564992246168592,1.8470927271133197,1.8414882973592541,0.999524081007806,0.9995118336166012,0.9995034907290837,0.9994921455364711,0.9994568857711161,0.9993877763934963
0.22,0.5331934734574734,0.5338528859363122,0.53502324,0.5372127215044759,0.5400028807643719,0.5416996184618128,1.874496919713675,1.872160045,1.8680521106704193,1.8604209980490087,1.8507402543112295,1.844803517279426,0.9994695236074689,0.9994580429579061,0.9994512927397263,0.9994418275059811,0.9994050688746501,0.9993293614472754
0.23,0.5320680766001648,0.53271018400597,0.533859199,0.5360415991468495,0.5388874097532236,0.5406660183079766,1.878353805860053,1.876069921,1.8720229119739533,1.864387831260633,1.854471459066541,1.8482182973084207,0.9994120966585577,0.9994015528239757,0.9993966522960622,0.9993894344988763,0.9993513210376495,0.9992688277696918
0.24,0.530943886052063,0.5315683321253821,0.532694154,0.5348628195439717,0.5377528812976797,0.5396073519556108,1.882217375250814,1.879988553,1.8760100914063298,1.8683950560011873,1.8582806666166212,1.85172861072133,0.9993518076103813,0.9993423795330205,0.9993396085371574,0.999335047674812,0.999295782732861,0.999206372171779
0.25,0.529820936001476,0.5304275043577628,0.53152865,0.5336777297393869,0.5366011948747309,0.5385252251260356,1.8860875370778483,1.883915388,1.8800119179344714,1.8724385460943922,1.8621624775782477,1.8553304067116305,0.999288664275304,0.9992805376780263,0.9992801967236205,0.9992787523561736,0.999238610519377,0.9991422249575601
0.26,0.5286992653986913,0.5292878376910778,0.530363139,0.5324875205134598,0.5354341505380467,0.5374212460222857,1.8899641653258539,1.887849994,1.8840269713583562,1.8765146582808856,1.8661117819106299,1.8590196390220968,0.9992226658376296,0.9992160412093741,0.9992184584902808,0.9992206375951511,0.9991799767563587,0.999076650783155
0.27,0.5275788867774588,0.528149436581589,0.529197996,0.5312932464264203,0.5342534468351875,0.5362970172155215,1.893847219348252,1.891792055,1.8880540783078161,1.8806201718656266,1.8701237659469703,1.8627922910429104,0.9991538077103367,0.9991489079777763,0.9991544345801233,0.9991607964055013,0.9991200679655703,0.9990099493783804
0.28,0.5264598196027895,0.5270123848899926,0.528033533,0.5300958337367374,0.5330606818266319,0.535154128611859,1.8977366436876806,1.895741318,1.892092267623645,1.8847522678893134,1.8741939123206366,1.8666443979257585,0.9990820910894196,0.9990791531336778,0.9990881648352947,0.9990993248339922,0.9990590847769614,0.9989424562001674
0.29,0.5253420728150836,0.5258767502645104,0.526870009,0.5288960986665688,0.5318573542197054,0.5339941514415946,1.9016324194268748,1.899697586,1.8961407453966657,1.8889084720126146,1.878317998481669,1.870572065984203,0.9990075169540769,0.9990067930110154,0.999019691592408,0.9990363215857015,0.998997241055713,0.9988745430855849
0.3,0.5242256576055692,0.5247425860161433,0.525707639,0.5276947584371093,0.5306448666137588,0.5328186332669792,1.9055345201112253,1.903660711,1.900198867854777,1.8930866246306892,1.8824920878510514,1.8745714893554242,0.9989300868954197,0.99893184438747,0.9989490604504077,0.9989718890850142,0.9989347628591774,0.9988066189196028
0.31,0.523110580431708,0.5236099296970151,0.524546607,0.5264924511568164,0.5294245271521953,0.5316290940436552,1.9094429336519898,1.907630597,1.9042660816744816,1.8972848152442436,1.8867125306420833,1.8786389637730623,0.9988498013239157,0.9988543227830451,0.9988763119675342,0.9989061329205494,0.9988718894073069,0.9987391303457843
0.32,0.5219968432074922,0.5224788184143614,0.523387075,0.5252897405945735,0.5281975561024224,0.5304270231184686,1.9133576623461532,1.911607153,1.9083419230984844,1.9015013723716223,1.8909759444103127,1.8827708975723638,0.9987666596715588,0.9987742465718814,0.9988014972303908,0.9988391626333148,0.9988088724859973,0.9986725624133961
0.33,0.5208844393836325,0.5213492846459432,0.522229186,0.5240871313281853,0.5269650916477069,0.5292138772867833,1.9172787370697437,1.915590304,1.912425973906968,1.9057348135144014,1.8952791976887218,1.886963820159592,0.9986806601007324,0.9986916346651049,0.9987246596386932,0.9987710914870168,0.9987459761080296,0.9986074395665381
0.34,0.5197733827898863,0.5202213617296213,0.521073053,0.522885069171221,0.5257281935156758,0.5279910795827385,1.921206125306038,1.919579966,1.9165179389349776,1.9099838518164753,1.8996194036286933,1.8912143884248676,0.9985918067869695,0.9986065038614201,0.9986458535701163,0.9987020384729729,0.9986834774370383,0.9985443266668543
0.35000000000000003,0.5186636733092911,0.5190950908973129,0.519918773,0.5216839468106098,0.5244878501137901,0.5267600186096713,1.9251398391805927,1.923576037,1.920617571321234,1.9142473763768404,1.9039938990728635,1.895519391136288,0.9985001006234642,0.9985188777744078,0.9985651310835759,0.998632126480125,0.9986216667544988,0.9984838297499438
