t,"curvature, FDrad = 0","curvature, FDrad = 0.1","curvature, FDrad = 0.5","curvature, FDrad = 1.0","diameter, FDrad = 0","diameter, FDrad = 0.1","diameter, FDrad = 0.5","diameter, FDrad = 1.0",FDrad = 0,FDrad = 0.1,FDrad = 0.5,FDrad = 1.0
0.99,1.3780831293754305,1.1247625319926944,0.8842327934273084,0.7900830741991078,2.1955781834004373,2.197667653440302,2.195054732076861,2.1926565973344,3.0256892537688977,2.471854234361957,1.940939377470155,1.7323808650849182
1,1.4071290996454902,1.1483781026808633,0.900855117298197,0.8035771266518171,2.199905925253278,2.2020803171864927,2.199437612789251,2.1969896404473617,3.095551643906424,2.528820816601498,1.981374628659327,1.7654506225544997
1.01,1.436342932400282,1.172344339883487,0.917820172754526,0.8173340530258091,2.2042020352725653,2.2064692565336297,2.203810653481501,2.2013177607041805,3.1659900149460665,2.5867417440241263,2.022701874696656,1.7992119673540459
1.02,1.4657075277374805,1.196763041317613,0.9351238664848062,0.8314069036046291,2.208466631033435,2.2108336583588777,2.2081714920689497,2.205639397466743,3.2369661658627384,2.6458440128249148,2.0649138635250397,1.8337838219162048
1.03,1.4952016213432433,1.2214903332673508,0.9527762429576643,0.8458276668820459,2.2126999432336913,2.2151759130882973,2.2125181870450135,2.2099545170029367,3.308432542669118,2.7058159643240325,2.1080347657282505,1.8692406730320326
1.04,1.5247861154384554,1.2465394128678706,0.9707603948699569,0.8605906194482404,2.2169023160866637,2.219496699974349,2.216851212786017,2.2142618329562493,3.380301870852299,2.7666901132482016,2.1520313586920965,1.9055729624444149
1.05,1.5544343726764622,1.271945641785032,0.9890720124007888,0.8757295771578603,2.221074206215543,2.2237877547182516,2.221170067078309,2.2185593186820998,3.452514090406529,2.828537142868802,2.1968971481295383,1.9428580140491059
1.06,1.5841189378533653,1.2976226163017683,1.0077474190310376,0.8912554436904767,2.225216179900626,2.2280526059462944,2.2254759401032587,2.222846061921833,3.5250070913983027,2.891171451786003,2.242717634754731,1.9811236531737721
1.07,1.613811613836742,1.3235947995882138,1.0267982147203487,0.9071274139156112,2.2293289085524686,2.232290434272671,2.2297690388172953,2.2271175260095912,3.5977168836839617,2.954648009973823,2.2895228682963067,2.0202793618552146
1.08,1.6434835410421988,1.3498317377038083,1.0461896363431036,0.9233512727973483,2.2334131623114075,2.236505318176433,2.2340424414126105,2.2313803021021386,3.670577772605807,3.0189058600179033,2.337232049356518,2.060347842040941
1.09,1.6731052791855918,1.3763126928276213,1.0659502553473938,0.9399472207759222,2.237469801706384,2.2406932174697536,2.238299709508365,2.2356326175896575,3.7435225372532903,3.0838945159363833,2.385916146894439,2.1013766655793984
1.1,1.7026468899039089,1.403050375508817,1.086115882626901,0.9569392008478028,2.2414997673419985,2.2448547441106297,2.24254385097168,2.2398774669812633,3.816482607585189,3.1496442916871685,2.435662494027636,2.143426553250051
1.11,1.7320780187302414,1.4300329502398488,1.1066682753071981,0.9742987298581727,2.2455040676210456,2.2489886322901,2.246777334866745,2.244105713568547,3.8893882364957584,3.2161278488896943,2.486437198176284,2.1864293463973037
1.12,1.7613897646816605,1.4572215354282234,1.1275565734364963,0.9921075909710622,2.2494837645468277,2.2530927087828134,2.2509852691372547,2.2483197947612408,3.9622176786903527,3.2832552165546263,2.538113236924432,2.2305751353131273
1.1300000000000001,1.7905376344158361,1.4845843701861154,1.1488548826207294,1.0104401973831256,2.2534399576835256,2.2571722117410227,2.2551692001667583,2.252522830866851,4.034869051128782,3.3509625863691475,2.5908621467474653,2.2760396138310974
1.1400000000000001,1.8194880432897984,1.5120988174827439,1.1706749246201331,1.0291229955988743,2.257373766379446,2.2612267453330914,2.2593326176399424,2.2567244009193055,4.107264577163461,3.419198287678521,2.6449440418474475,2.3224469757151507
1.1500000000000001,1.848209944423495,1.5397676344714248,1.1929348936035227,1.04815996520957,2.2612863103733947,2.26525016574528,2.2634789519317717,2.2609042079246064,4.179331846020822,3.487958889195613,2.700183022696541,2.369789275920426
1.16,1.8766828527676627,1.5675662058654667,1.2155237545610513,1.0676009310914945,2.2651786889041023,2.2692456015504137,2.267610974921171,2.2650543072855243,4.251022003921064,3.5571927177992806,2.7563350061200276,2.4181740874308257
1.17,1.9048898128337843,1.5954797213591818,1.2385047505131044,1.0874990265181412,2.269051958422822,2.2732146858140894,2.2717208923964085,2.2691876574253045,4.322293960390182,3.6268679335122633,2.813537117072821,2.467739368437
1.18,1.932779221695844,1.6234650064116485,1.2619211890624478,1.1078617625035916,2.272907108963122,2.277157977325426,2.275819164562636,2.2733047960289796,4.3930276330486935,3.6968862902589588,2.8719044262359885,2.518507458036533
1.19,1.9603200761936554,1.651495115721245,1.2857161550206602,1.1286353056280125,2.276745039148083,2.2810763415271036,2.2798825252458315,2.277417424095896,4.4631490086162975,3.767186436619298,2.9312817942578637,2.5703737104870323
1.2,1.9875843897046668,1.6795862789361478,1.3098235192922103,1.1498382459063592,2.2805665297051867,2.2849694049557647,2.283922212162858,2.2815088317814762,4.532818434124973,3.8378032603525964,2.9915350297248047,2.6233661131554795
1.21,2.014519445846291,1.707702850711586,1.334219551694901,1.1715342806921083,2.284372215215061,2.288837006395365,2.287954761018691,2.2855872959771943,4.6019122491017095,3.9086534806355373,3.0526339755445724,2.6776438687516633
1.22,2.0413342149576637,1.7358145692963145,1.3589233198969128,1.1936786339258028,2.2881625536398427,2.2926807365972226,2.291956464720225,2.289651499336037,4.670904510129911,3.979668625330465,3.1145930880967994,2.733108073893607
